id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
2097,Gamble,Roger,Lawson,,,,,M,rep,GA,-1,,Whig,,,,,,,,,,,,G000033,,,,,,404409,,,,3448,Roger Lawson Gamble
2098,Gates,Seth,Merrill,,,,1800-10-10,M,rep,NY,29,,Whig,,,,,,,,,,,,G000097,,,,,,404469,,,,3505,Seth M. Gates
2099,Gerry,James,,,,,1796-08-14,M,rep,PA,11,,Democrat,,,,,,,,,,,,G000140,,,,,,404509,,,,3543,James Gerry
2100,Goode,Patrick,Gaines,,,,1798-05-10,M,rep,OH,3,,Whig,,,,,,,,,,,,G000278,,,,,,404640,,,,3667,Patrick Gaines Goode
2101,Granger,Francis,,,,,1792-12-01,M,rep,NY,26,,Whig,,,,,,,,,,,,G000376,,,,,,404728,,,,3750,Francis Granger
2102,Greig,John,,,,,1779-08-06,M,rep,NY,26,,Whig,,,,,,,,,,,,G000449,,,,,,404795,,,,3811,John Greig (representative)
2103,Gustine,Amos,,,,,,M,rep,PA,13,,Democrat,,,,,,,,,,,,G000533,,,,,,404878,,,,3883,Amos Gustine
2104,Habersham,Richard,Wylly,,,,,M,rep,GA,-1,,Whig,,,,,,,,,,,,H000003,,,,,,404889,,,,3893,Richard W. Habersham
2105,Hall,Hiland,,,,,1795-07-20,M,rep,VT,1,,Whig,,,,,,,,,,,,H000052,,,,,,404937,,,,3939,Hiland Hall
2106,Halstead,William,,,,,1794-06-04,M,rep,NJ,-1,,Whig,,,,,,,,,,,,H000092,,,,,,404974,,,,3974,William Halstead
2107,Harris,William,Alexander,,,,1805-08-24,M,rep,VA,16,,Democrat,,,,,,,,,,,,H000257,,,,,,405134,,,,4118,William Alexander Harris (Virginia politician)
2108,Hastings,John,,,,,,M,rep,OH,17,,Democrat,,,,,,,,,,,,H000328,,,,,,405199,,,,4179,John Hastings (Ohio politician)
2109,Hastings,William,Soden,,,,1798-06-03,M,rep,MA,9,,Whig,,,,,,,,,,,,H000332,,,,,,405202,,,,4182,William Soden Hastings
2110,Hays,Samuel,Lewis,,,,1794-10-20,M,rep,VA,20,,Democrat,,,,,,,,,,,,H000407,,,,,,405274,,,,4246,Samuel Lewis Hays
2111,Henry,Thomas,,,,,,M,rep,PA,24,,Whig,,,,,,,,,,,,H000518,,,,,,405381,,,,4343,Thomas Henry (Pennsylvania politician)
2112,Hook,Enos,,,,,1804-12-03,M,rep,PA,20,,Democrat,,,,,,,,,,,,H000756,,,,,,405607,,,,4551,Enos Hook
2113,Houck,Jacob,,Jr.,,,1801-01-14,M,rep,NY,8,,Democrat,,,,,,,,,,,,H000810,,,,,,405658,,,,4599,Jacob Houck Jr.
2114,Hunt,Hiram,Paine,,,,1796-05-23,M,rep,NY,9,,Whig,,,,,,,,,,,,H000970,,,,,,405814,,,,4743,Hiram P. Hunt
2115,Irwin,William,Wallace,,,,,M,rep,PA,22,,Whig,,,,,,,,,,,,I000044,,,,,,405901,,,,4829,William W. Irwin
2116,Jack,William,,,,,1788-07-29,M,rep,PA,23,,Democrat,,,,,,,,,,,,J000002,,,,,,405910,,,,4840,William Jack (U.S. politician)
2117,James,Francis,,,,,1799-04-04,M,rep,PA,4,,Whig,,,,,,,,,,,,J000049,,,,,,405954,,,,4883,Francis James (congressman)
2118,Johnson,William,Cost,,,,1806-01-14,M,rep,MD,5,,Whig,,,,,,,,,,,,J000180,,,,,,406075,,,,4996,William Cost Johnson
2119,Jones,Isaac,Dashiell,,,,1806-11-01,M,rep,MD,1,,Whig,,,,,,,,,,,,J000226,,,,,,406120,,,,5037,Isaac Dashiell Jones
2120,Keim,George,May,,,,1805-03-23,M,rep,PA,9,,Democrat,,,,,,,,,,,,K000050,,,,,,406220,,,,5128,George May Keim
2121,Kerr,John,Leeds,,,,1780-01-15,M,sen,MD,,3,Whig,,,,,,,,,,,,K000139,,,,,,406305,,,,5209,John Leeds Kerr
2122,Lawrence,Joseph,,,,,,M,rep,PA,21,,Whig,,,,,,,,,,,,L000137,,,,,,406642,,,,5514,Joseph Lawrence (Pennsylvania politician)
2123,Lincoln,Levi,,,,,1782-10-25,M,rep,MA,5,,Whig,,,,,,,,,,,,L000315,,,,,,406810,,,,5669,Levi Lincoln Jr.
2124,Linn,Archibald,Ladley,,,,1802-10-15,M,rep,NY,11,,Whig,,,,,,,,,,,,L000335,,,,,,406828,,,,5686,Archibald L. Linn
2125,Lowell,Joshua,Adams,,,,1801-03-20,M,rep,ME,7,,Democrat,,,,,,,,,,,,L000476,,,,,,406965,,,,5811,Joshua A. Lowell
2126,Mallory,Francis,,,,,1807-12-12,M,rep,VA,1,,Whig,,,,,,,,,,,,M000080,,,,,,407108,,,,5938,Francis Mallory
2127,Marchand,Albert,Gallatin,,,,1811-02-27,M,rep,PA,19,,Democrat,,,,,,,,,,,,M000123,,,,,,407147,,,,5975,Albert Gallatin Marchand
2128,Marshall,Alfred,,,,,,M,rep,ME,6,,Democrat,,,,,,,,,,,,M000150,,,,,,412162,,,,5996,Alfred Marshall (politician)
2129,Marshall,Thomas,Francis,,,,1801-06-07,M,rep,KY,10,,Whig,,,,,,,,,,,,M000162,,,,,,407184,,,,6008,Thomas Francis Marshall
2130,Mason,John,Thomson,,,,1815-05-09,M,rep,MD,6,,Democrat,,,,,,,,,,,,M000219,,,,,,407237,,,,6056,John Thomson Mason Jr.
2131,Mason,Samson,,,,,1793-07-24,M,rep,OH,10,,Whig,,,,,,,,,,,,M000225,,,,,,407243,,,,6062,Samson Mason
2132,Mathiot,Joshua,,,,,1800-04-04,M,rep,OH,12,,Whig,,,,,,,,,,,,M000243,,,,,,407261,,,,6077,Joshua Mathiot
2133,Mattocks,John,,,,,1777-03-04,M,rep,VT,5,,Whig,,,,,,,,,,,,M000258,,,,,,407276,,,,6088,John Mattocks
2134,Maxwell,John,Patterson Bryan,,,,1804-09-03,M,rep,NJ,-1,,Whig,,,,,,,,,,,,M000268,,,,,,407286,,,,6096,John Patterson Bryan Maxwell
2135,Maynard,John,,,,,,M,rep,NY,25,,Whig,,,,,,,,,,,,M000285,,,,,,412068,,,,6113,John Maynard (New York politician)
2136,McClellan,Abraham,,,,,1789-10-04,M,rep,TN,2,,Democrat,,,,,,,,,,,,M000328,,,,,,407338,,,,6147,Abraham McClellan (Tennessee politician)
2137,McClellan,Robert,,,,,1806-10-02,M,rep,NY,8,,Democrat,,,,,,,,,,,,M000333,,,,,,407343,,,,6152,Robert McClellan
2138,McKennan,Thomas,McKean Thompson,,,,1794-03-31,M,rep,PA,21,,Whig,,,,,,,,,,,,M000501,,,,,,407496,,,,6295,Thomas McKean Thompson McKennan
2139,McKeon,John,,,,,1808-03-29,M,rep,NY,3,,Democrat,,,,,,,,,,,,M000509,,,,,,407503,,,,6302,John McKeon
2140,McRoberts,Samuel,,,,,1799-04-12,M,sen,IL,,2,Democrat,,,,,,,,,,,,M000599,,,,,,407588,,,,6381,Samuel McRoberts
2141,Medill,William,,,,,,M,rep,OH,9,,Democrat,,,,,,,,,,,,M000624,,,,,,407613,,,,6402,William Medill
2142,Meriwether,James,A.,,,,1806-09-20,M,rep,GA,-1,,Whig,,,,,,,,,,,,M000652,,,,,,407638,,,,6425,James Archibald Meriwether
2143,Miller,John,,,,,1781-11-25,M,rep,MO,-1,,Democrat,,,,,,,,,,,,M000735,,,,,,407715,,,,6491,John Miller (Missouri politician)
2144,Mitchell,Anderson,,,,,1800-06-13,M,rep,NC,13,,Whig,,,,,,,,,,,,M000804,,,,,,407780,,,,6553,Anderson Mitchell
2145,Morehead,James,Turner,,,,1797-05-24,M,sen,KY,,2,Whig,,,,,,,,,,,,M000938,,,,,,407906,,,,6666,James Turner Morehead (Kentucky politician)
2146,Morgan,Christopher,,,,,1808-06-04,M,rep,NY,24,,Whig,,,,,,,,,,,,M000945,,,,,,407913,,,,6673,Christopher Morgan (politician)
2147,Morris,Calvary,,,,,1798-01-15,M,rep,OH,6,,Whig,,,,,,,,,,,,M000973,,,,,,407941,,,,6700,Calvary Morris
2148,Morrow,Jeremiah,,,,,1771-10-06,M,rep,OH,4,,Whig,,,,,,,,,,,,M001003,,,,,,407971,,,,6728,Jeremiah Morrow
2149,Newhard,Peter,,,,,1783-07-26,M,rep,PA,8,,Democrat,,,,,,,,,,,,N000068,,,,,,408156,,,,6896,Peter Newhard
2150,Nisbet,Eugenius,Aristides,,,,1803-12-07,M,rep,GA,-1,,Whig,,,,,,,,,,,,N000111,,,,,,408195,,,,6934,Eugenius Aristides Nisbet
2151,Ogle,Charles,,,,,,M,rep,PA,18,,Whig,,,,,,,,,,,,O000047,,,,,,408330,,,,7035,Charles Ogle (politician)
2152,Oliver,William,Morrison,,,,1792-10-15,M,rep,NY,27,,Democrat,,,,,,,,,,,,O000078,,,,,,408351,,,,7065,William M. Oliver
2153,Osborne,Thomas,Burr,,,,1798-07-08,M,rep,CT,4,,Whig,,,,,,,,,,,,O000114,,,,,,408370,,,,7095,Thomas Burr Osborne (politician)
2154,Owsley,Bryan,Young,,,,1798-08-19,M,rep,KY,4,,Whig,,,,,,,,,,,,O000162,,,,,,408412,,,,7140,Bryan Owsley
2155,Partridge,Samuel,,,,,1790-11-29,M,rep,NY,22,,Democrat,,,,,,,,,,,,P000093,,,,,,408503,,,,7225,Samuel Partridge
2156,Pendleton,Nathanael,Greene,,,,1793-08-25,M,rep,OH,1,,Whig,,,,,,,,,,,,P000208,,,,,,408610,,,,7323,Nathanael G. Pendleton
2157,Pickens,Francis,Wilkinson,,,,1805-04-07,M,rep,SC,5,,Democrat,,,,,,,,,,,,P000321,,,,,,408720,,,,7426,Francis Wilkinson Pickens
2158,Plumer,Arnold,,,,,1801-06-06,M,rep,PA,25,,Democrat,,,,,,,,,,,,P000391,,,,,,408785,,,,7491,Arnold Plumer
2159,Pope,John,,,,,,M,rep,KY,7,,Whig,,,,,,,,,,,,P000431,,,,,,408822,,,,7525,John Pope (Kentucky politician)
2160,Powell,Cuthbert,,,,,1775-03-04,M,rep,VA,14,,Whig,,,,,,,,,,,,P000479,,,,,,408864,,,,7570,Cuthbert Powell
2161,Proffit,George,H.,,,,1807-09-04,M,rep,IN,1,,Whig,,,,,,,,,,,,P000548,,,,,,408932,,,,7633,George H. Proffit
2162,Ramsey,Robert,,,,,1780-02-15,M,rep,PA,6,,Whig,,,,,,,,,,,,R000028,,,,,,409010,,,,7705,Robert Ramsey (congressman)
2163,Randall,Alexander,,,,,1803-01-03,M,rep,MD,4,,Whig,,,,,,,,,,,,R000034,,,,,,409015,,,,7710,Alexander Randall (Maryland politician)
2164,Randall,Benjamin,,,,,1789-11-14,M,rep,ME,3,,Whig,,,,,,,,,,,,R000035,,,,,,409016,,,,7711,Benjamin Randall (Maine politician)
2165,Randolph,Joseph,Fitz,,,,1803-03-14,M,rep,NJ,-1,,Whig,,,,,,,,,,,,R000048,,,,,,409029,,,,7724,Joseph Fitz Randolph
2166,Rencher,Abraham,,,,,1798-08-12,M,rep,NC,10,,Whig,,,,,,,,,,,,R000162,,,,,,409139,,,,7822,Abraham Rencher
2167,Reynolds,John,,,,,1788-02-26,M,rep,IL,1,,Democrat,,,,,,,,,,,,R000174,,,,,,409150,,,,7832,John Reynolds (Illinois politician)
2168,Ridgway,Joseph,,,,,1783-05-06,M,rep,OH,8,,Whig,,,,,,,,,,,,R000247,,,,,,409223,,,,7899,Joseph Ridgway
2169,Riggs,Lewis,,,,,1789-01-16,M,rep,NY,22,,Democrat,,,,,,,,,,,,R000255,,,,,,409231,,,,7905,Lewis Riggs
2170,Rives,William,Cabell,,,,1793-05-04,M,sen,VA,,1,Whig,,,,,,,,,,,,R000285,,,,,,409258,,,,7929,William Cabell Rives
2171,Rogers,James,,,,,1795-10-24,M,rep,SC,7,,Democrat,,,,,,,,,,,,R000396,,,,,,409363,,,,8027,James Rogers (congressman)
2172,Roosevelt,James,I.,,,,1795-12-14,M,rep,NY,3,,Democrat,,,,,,,,,,,,R000427,,,,,,409392,,,,8052,James I. Roosevelt
2173,Russell,James,McPherson,,,,1786-11-10,M,rep,PA,18,,Whig,,,,,,,,,,,,R000527,,,,,,409485,,,,8129,James McPherson Russell
2174,Russell,William,,,,,,M,rep,OH,7,,Whig,,,,,,,,,,,,R000540,,,,,,409497,,,,8142,William Russell (Ohio politician)
2175,Saltonstall,Leverett,,,,,1783-06-13,M,rep,MA,2,,Whig,,,,,,,,,,,,S000020,,,,,,409539,,,,8184,Leverett Saltonstall I
2176,Sanford,John,,,,,1803-06-03,M,rep,NY,15,,Democrat,,,,,,,,,,,,S000048,,,,,,409563,,,,8207,John Sanford (1803–1857)
2177,Sergeant,John,,,,,1779-12-05,M,rep,PA,2,,Whig,,,,,,,,,,,,S000246,,,,,,409749,,,,8365,John Sergeant (politician)
2178,Sewall,Charles,S.,,,,,M,rep,MD,3,,Democrat,,,,,,,,,,,,S000258,,,,,,409759,,,,8375,Charles S. Sewall
2179,Shaw,Tristram,,,,,1786-05-23,M,rep,NH,-1,,Democrat,,,,,,,,,,,,S000311,,,,,,409809,,,,8422,Tristram Shaw
2180,Shields,Benjamin,Glover,,,,,M,rep,AL,0,,Democrat,,,,,,,,,,,,S000359,,,,,,409855,,,,8467,Benjamin Glover Shields
2181,Simonton,William,,,,,1788-02-12,M,rep,PA,10,,Whig,,,,,,,,,,,,S000427,,,,,,409921,,,,8525,William Simonton
2182,Slade,William,,,,,1786-05-09,M,rep,VT,2,,Whig,,,,,,,,,,,,S000475,,,,,,409964,,,,8566,William Slade (politician)
2183,Snyder,John,,,,,1793-01-29,M,rep,PA,16,,Democrat,,,,,,,,,,,,S000667,,,,,,410140,,,,8734,John Snyder (Pennsylvania politician)
2184,Sprigg,James,Cresap,,,,,M,rep,KY,8,,Whig,,,,,,,,,,,,S000750,,,,,,410218,,,,8808,James Sprigg
2185,Stokely,Samuel,,,,,1796-01-25,M,rep,OH,19,,Whig,,,,,,,,,,,,S000945,,,,,,410404,,,,8968,Samuel Stokely
2186,Stratton,Charles,Creighton,,,,1796-03-06,M,rep,NJ,-1,,Whig,,,,,,,,,,,,S000993,,,,,,410451,,,,9013,Charles C. Stratton
2187,Stuart,Alexander,Hugh Holmes,,,,1807-04-02,M,rep,VA,17,,Whig,,,,,,,,,,,,S001030,,,,,,410486,,,,9049,Alexander Hugh Holmes Stuart
2188,Sumter,Thomas,De Lage,,,,1809-11-14,M,rep,SC,8,,Democrat,,,,,,,,,,,,S001074,,,,,,410528,,,,9089,Thomas De Lage Sumter
2189,Sweeny,George,,,,,1796-02-22,M,rep,OH,14,,Democrat,,,,,,,,,,,,S001105,,,,,,410557,,,,9115,George Sweeny
2190,Taliaferro,John,,,,,,M,rep,VA,10,,Whig,,,,,,,,,,,,T000027,,,,,,410616,,,,9167,John Taliaferro
2191,Tillinghast,Joseph,Leonard,,,,,M,rep,RI,-1,,Whig,,,,,,,,,,,,T000272,,,,,,410845,,,,9384,Joseph L. Tillinghast
2192,Toland,George,Washington,,,,1796-02-08,M,rep,PA,2,,Whig,,,,,,,,,,,,T000296,,,,,,410869,,,,9407,George Washington Toland
2193,Tomlinson,Thomas,Ash,,,,,M,rep,NY,13,,Whig,,,,,,,,,,,,T000301,,,,,,410874,,,,9412,Thomas A. Tomlinson
2194,Triplett,Philip,,,,,1799-12-24,M,rep,KY,2,,Whig,,,,,,,,,,,,T000378,,,,,,410947,,,,9478,Philip Triplett
2195,Trotti,Samuel,Wilds,,,,1810-07-18,M,rep,SC,4,,Democrat,,,,,,,,,,,,T000381,,,,,,410950,,,,9481,Samuel W. Trotti
2196,Trumbull,Joseph,,,,,1782-12-07,M,rep,CT,1,,Whig,,,,,,,,,,,,T000391,,,,,,410960,,,,9491,Joseph Trumbull (governor)
2197,Van Buren,John,,,,,1799-05-13,M,rep,NY,7,,Democrat,,,,,,,,,,,,V000015,,,,,,411073,,,,9594,John Van Buren (U.S. representative)
2198,Van Rensselaer,Henry,Bell,,,,1810-05-14,M,rep,NY,14,,Whig,,,,,,,,,,,,V000052,,,,,,411094,,,,9628,Henry Bell Van Rensselaer
2199,Walker,Robert,John,,,,1801-07-19,M,sen,MS,,2,Democrat,,,,,,,,,,,,W000067,,,,,,411246,,,,9753,Robert J. Walker
2200,Wallace,David,,,,,1799-04-24,M,rep,IN,6,,Whig,,,,,,,,,,,,W000076,,,,,,411255,,,,9762,David Wallace (Indiana politician)
2201,Ward,Aaron,,,,,1790-07-05,M,rep,NY,4,,Democrat,,,,,,,,,,,,W000125,,,,,,411300,,,,9806,Aaron Ward (representative)
2202,Warren,Lott,,,,,1797-10-30,M,rep,GA,-1,,Whig,,,,,,,,,,,,W000167,,,,,,411340,,,,9845,Lott Warren
2203,Washington,William,Henry,,,,1813-02-07,M,rep,NC,4,,Whig,,,,,,,,,,,,W000182,,,,,,411355,,,,9858,William Henry Washington
2204,Watterson,Harvey,Magee,,,,1811-11-23,M,rep,TN,9,,Democrat,,,,,,,,,,,,W000208,,,,,,411378,,,,9879,Harvey Magee Watterson
2205,Westbrook,John,,,,,1789-01-09,M,rep,PA,7,,Democrat,,,,,,,,,,,,W000306,,,,,,411470,,,,9964,John Westbrook (Pennsylvania politician)
2206,White,Edward,Douglass,,,,,M,rep,LA,1,,Whig,,,,,,,,,,,,W000365,,,,,,411527,,,,10018,Edward Douglass White Sr.
2207,White,Joseph,Livingston,,,,,M,rep,IN,3,,Whig,,,,,,,,,,,,W000382,,,,,,412117,,,,10035,Joseph L. White
2208,Williams,James,Wray,,,,1792-10-08,M,rep,MD,3,,Democrat,,,,,,,,,,,,W000509,,,,,,411666,,,,10154,James Wray Williams
2209,Williams,Joseph,Lanier,,,,1810-10-23,M,rep,TN,3,,Whig,,,,,,,,,,,,W000524,,,,,,411681,,,,10168,Joseph Lanier Williams
2210,Williams,Lewis,,,,,1782-02-01,M,rep,NC,13,,Whig,,,,,,,,,,,,W000527,,,,,,411684,,,,10170,Lewis Williams (politician)
2211,Williams,Thomas,Wheeler,,,,1789-09-28,M,rep,CT,3,,Whig,,,,,,,,,,,,W000543,,,,,,411699,,,,10185,Thomas Wheeler Williams
2212,Woodbridge,William,,,,,1780-08-20,M,sen,MI,,2,Whig,,,,,,,,,,,,W000709,,,,,,411861,,,,10339,William Woodbridge
2213,Woodbury,Levi,,,,,1789-12-22,M,sen,NH,,2,Democrat,,,,,,,,,,,,W000711,,,,,,411863,,,,10341,Levi Woodbury
2214,Yorke,Thomas,Jones,,,,1801-03-25,M,rep,NJ,-1,,Whig,,,,,,,,,,,,Y000023,,,,,,411957,,,,10430,Thomas Jones Yorke
2215,Young,Augustus,,,,,1784-03-20,M,rep,VT,4,,Whig,,,,,,,,,,,,Y000029,,,,,,411963,,,,10435,Augustus Young (representative)
2216,Young,John,,,,,1802-06-12,M,rep,NY,30,,Whig,,,,,,,,,,,,Y000042,,,,,,411974,,,,10445,John Young (governor)
2217,Crafts,Samuel,Chandler,,,,1768-10-06,M,sen,VT,,3,Whig,,,,,,,,,,,,C000851,,,,,,402967,,,,2128,Samuel C. Crafts
2218,McDuffie,George,,,,,1790-08-10,M,sen,SC,,3,Democrat,,,,,,,,,,,,M000426,,,,,,407426,,,,6232,George McDuffie
2219,Sprague,William,,,,,1799-11-03,M,sen,RI,,1,Whig,,,,,,,,,,,,S000746,,,,,,410214,,,,8805,William Sprague III
2220,Wilcox,Leonard,,,,,1799-01-29,M,sen,NH,,3,Democrat,,,,,,,,,,,,W000458,,,,,,411615,,,,10103,Leonard Wilcox
2221,Allen,William,,,,,1803-12-27,M,sen,OH,,3,Democrat,,,,,,,,,,,,A000150,,,,,,400804,,,,130,William Allen (governor)
2222,Arrington,Archibald,Hunter,,,,1809-11-13,M,rep,NC,8,,Democrat,,,,,,,,,,,,A000302,,,,,,400944,,,,254,Archibald Hunter Arrington
2223,Ashe,John,Baptista,,,,,M,rep,TN,10,,Whig,,,,,,,,,,,,A000308,,,,,,400952,,,,260,John Baptista Ashe (representative)
2224,Bagby,Arthur,Pendleton,,,,,M,sen,AL,,3,Democrat,,,,,,,,,,,,B000030,,,,,,401035,,,,334,Arthur P. Bagby
2225,Baker,Osmyn,,,,,1800-05-18,M,rep,MA,6,,Whig,,,,,,,,,,,,B000071,,,,,,401075,,,,370,Osmyn Baker
2226,Barnard,Daniel,Dewey,,,,1797-07-16,M,rep,NY,13,,Whig,,,,,,,,,,,,B000152,,,,,,401154,,,,443,Daniel D. Barnard
2227,Beardsley,Samuel,,,,,1790-02-06,M,rep,NY,20,,Democrat,,,,,,,,,,,,B000281,,,,,,401275,,,,553,Samuel Beardsley
2228,Belser,James,Edwin,,,,1805-12-22,M,rep,AL,2,,Democrat,,,,,,,,,,,,B000354,,,,,,401346,,,,619,James Edwin Belser
2229,Bidlack,Benjamin,Alden,,,,1804-09-08,M,rep,PA,11,,Democrat,,,,,,,,,,,,B000445,,,,,,401430,,,,696,Benjamin Alden Bidlack
2230,Black,Edward,Junius,,,,1806-10-30,M,rep,GA,-1,,Democrat,,,,,,,,,,,,B000494,,,,,,401474,,,,738,Edward Junius Black
2231,Blackwell,Julius,W.,,,,,M,rep,TN,3,,Democrat,,,,,,,,,,,,B000516,,,,,,412134,,,,759,Julius W. Blackwell
2232,Bossier,Pierre,Jean Baptiste Evariste,,,,1797-03-22,M,rep,LA,4,,Democrat,,,,,,,,,,,,B000651,,,,,,401615,,,,871,Pierre Bossier
2233,Bower,Gustavus,Miller,,,,1790-12-12,M,rep,MO,-1,,Democrat,,,,,,,,,,,,B000687,,,,,,401649,,,,901,Gustavus Miller Bower
2234,Breese,Sidney,,,,,1800-07-15,M,sen,IL,,3,Democrat,,,,,,,,,,,,B000793,,,,,,401750,,,,999,Sidney Breese
2235,Brengle,Francis,,,,,1807-11-26,M,rep,MD,2,,Whig,,,,,,,,,,,,B000797,,,,,,401754,,,,1003,Francis Brengle
2236,Brinkerhoff,Henry,Roelif,,,,1787-09-23,M,rep,OH,21,,Democrat,,,,,,,,,,,,B000837,,,,,,401794,,,,1040,Henry R. Brinkerhoff
2237,Brown,Aaron,Venable,,,,1795-08-15,M,rep,TN,6,,Democrat,,,,,,,,,,,,B000899,,,,,,401856,,,,1094,Aaron V. Brown
2238,Brown,Jeremiah,,,,,1785-04-14,M,rep,PA,8,,Whig,,,,,,,,,,,,B000925,,,,,,401880,,,,1115,Jeremiah Brown (politician)
2239,Burke,Edmund,,,,,1809-01-23,M,rep,NH,-1,,Democrat,,,,,,,,,,,,B001088,,,,,,402034,,,,1262,Edmund Burke (congressman)
2240,Burnell,Barker,,,,,1798-01-30,M,rep,MA,10,,Whig,,,,,,,,,,,,B001114,,,,,,402059,,,,1284,Barker Burnell
2241,Campbell,John,,,,,,M,rep,SC,4,,Democrat,,,,,,,,,,,,C000090,,,,,,412024,,,,1456,John Campbell (South Carolina politician)
2242,Carpenter,Levi,D.,,,,1802-08-21,M,rep,NY,20,,Democrat,,,,,,,,,,,,C000169,,,,,,402317,,,,1522,Levi D. Carpenter
2243,Cary,Jeremiah,Eaton,,,,1803-04-30,M,rep,NY,21,,Democrat,,,,,,,,,,,,C000215,,,,,,402361,,,,1564,Jeremiah E. Cary
2244,Cary,Shepard,,,,,1805-07-03,M,rep,ME,7,,Democrat,,,,,,,,,,,,C000217,,,,,,402363,,,,1566,Shepard Cary
2245,Catlin,George,Smith,,,,1808-08-24,M,rep,CT,3,,Democrat,,,,,,,,,,,,C000251,,,,,,402395,,,,1599,George S. Catlin
2246,Causin,John,M. S.,,,,,M,rep,MD,1,,Whig,,,,,,,,,,,,C000258,,,,,,402402,,,,1606,John Causin
2247,Chappell,Absalom,Harris,,,,1801-12-18,M,rep,GA,-1,,Whig,,,,,,,,,,,,C000319,,,,,,402461,,,,1661,Absalom Harris Chappell
2248,Chilton,Samuel,,,,,1804-09-07,M,rep,VA,9,,Whig,,,,,,,,,,,,C000358,,,,,,402497,,,,1695,Samuel Chilton
2249,Clinch,Duncan,Lamont,,,,1787-04-06,M,rep,GA,-1,,Whig,,,,,,,,,,,,C000520,,,,,,402655,,,,1843,Duncan Lamont Clinch
2250,Clinton,James,Graham,,,,1804-01-02,M,rep,NY,9,,Democrat,,,,,,,,,,,,C000528,,,,,,402662,,,,1850,James G. Clinton
2251,Coles,Walter,,,,,1790-12-08,M,rep,VA,3,,Democrat,,,,,,,,,,,,C000625,,,,,,402754,,,,1937,Walter Coles
2252,Colquitt,Walter,Terry,,,,1799-12-27,M,sen,GA,,3,Democrat,,,,,,,,,,,,C000648,,,,,,402776,,,,1954,Walter T. Colquitt
2253,Cooper,Mark,Anthony,,,,1800-04-20,M,rep,GA,-1,,Democrat,,,,,,,,,,,,C000759,,,,,,402879,,,,2053,Mark Anthony Cooper
2254,Cross,Edward,,,,,1798-11-11,M,rep,AR,1,,Democrat,,,,,,,,,,,,C000930,,,,,,403042,,,,2197,Edward Cross (politician)
2255,Dana,Amasa,,,,,1792-10-19,M,rep,NY,26,,Democrat,,,,,,,,,,,,D000020,,,,,,403161,,,,2312,Amasa Dana
2256,Davis,Richard,David,,,,,M,rep,NY,8,,Democrat,,,,,,,,,,,,D000128,,,,,,403263,,,,2405,Richard D. Davis
2257,Dean,Ezra,,,,,1795-04-09,M,rep,OH,18,,Democrat,,,,,,,,,,,,D000171,,,,,,403333,,,,2444,Ezra Dean
2258,Dellet,James,,,,,1788-02-18,M,rep,AL,1,,Whig,,,,,,,,,,,,D000221,,,,,,403363,,,,2485,James Dellet
2259,Dickinson,David,W.,,,,1808-06-10,M,rep,TN,7,,Whig,,,,,,,,,,,,D000318,,,,,,403438,,,,2570,David W. Dickinson
2260,Duncan,Alexander,,,,,,M,rep,OH,1,,Democrat,,,,,,,,,,,,D000528,,,,,,403637,,,,2756,Alexander Duncan (politician)
2261,Ellis,Chesselden,,,,,,M,rep,NY,16,,Democrat,,,,,,,,,,,,E000131,,,,,,403822,,,,2920,Chesselden Ellis
2262,Elmer,Lucius,Quintius Cincinnatus,,,,1793-02-03,M,rep,NJ,1,,Democrat,,,,,,,,,,,,E000156,,,,,,403847,,,,2944,Lucius Elmer
2263,Farlee,Isaac,Gray,,,,1787-05-18,M,rep,NJ,3,,Democrat,,,,,,,,,,,,F000017,,,,,,403979,,,,3058,Isaac G. Farlee
2264,Florence,Elias,,,,,1797-02-15,M,rep,OH,9,,Whig,,,,,,,,,,,,F000213,,,,,,404168,,,,3228,Elias Florence
2265,Foster,Ephraim,Hubbard,,,,1794-09-17,M,sen,TN,,1,Whig,,,,,,,,,,,,F000302,,,,,,404251,,,,3304,Ephraim H. Foster
2266,Frick,Henry,,,,,1795-03-17,M,rep,PA,13,,Whig,,,,,,,,,,,,F000383,,,,,,404328,,,,3373,Henry Frick (politician)
2267,Fuller,George,,,,,1802-11-07,M,rep,PA,12,,Democrat,,,,,,,,,,,,F000409,,,,,,404350,,,,3395,George Fuller (congressman)
2268,Gilmer,Thomas,Walker,,,,1802-04-06,M,rep,VA,5,,Democrat,,,,,,,,,,,,G000218,,,,,,404580,,,,3613,Thomas Walker Gilmer
2269,Green,Byram,,,,,1786-04-15,M,rep,NY,27,,Democrat,,,,,,,,,,,,G000406,,,,,,404756,,,,3774,Byram Green
2270,Green,Willis,,,,,,M,rep,KY,2,,Whig,,,,,,,,,,,,G000423,,,,,,412044,,,,3787,Willis Green
2271,Hamlin,Edward,Stowe,,,,1808-07-06,M,rep,OH,21,,Whig,,,,,,,,,,,,H000120,,,,,,405002,,,,4000,Edward S. Hamlin
